account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-bc87bc,0.016602066688641934,1.7%,"customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility."
A-5a92e7,0.015505493580344561,1.6%,"Ticket high risk; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Error sum",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket high risk; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Error sum."
A-e40f45,0.0153942195547453,1.5%,"Usage stable usage; support ticket volume is elevated (7 tickets), indicating recurring issues; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Usage stable usage; support ticket volume is elevated (7 tickets), indicating recurring issues; customer sentiment is consistently negative, a strong churn predictor."
A-fd7ad3,0.015869020967834633,1.6%,"Usage inconsistent; support ticket volume is elevated (8 tickets), indicating recurring issues; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage inconsistent; support ticket volume is elevated (8 tickets), indicating recurring issues; customer was acquired via event-based channels, which historically show higher churn volatility."
A-65a46c,0.752469348524167,75.2%,"average session duration is moderate (8.87 min); long-term satisfaction is moderate; support ticket volume is elevated (8 tickets), indicating recurring issues",High Risk,"Predicted churn risk is 75.2%. Key drivers include: average session duration is moderate (8.87 min); long-term satisfaction is moderate; support ticket volume is elevated (8 tickets), indicating recurring issues."
A-f446b6,0.15828679308913063,15.8%,"Seats; Country de; support ticket volume is elevated (8 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 15.8%. Key drivers include: Seats; Country de; support ticket volume is elevated (8 tickets), indicating recurring issues."
A-e08cd3,0.017633985409729998,1.8%,"customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability; support ticket volume is elevated (8 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability; support ticket volume is elevated (8 tickets), indicating recurring issues."
A-86902e,0.016099840030163348,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; support ticket volume is elevated (9 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; support ticket volume is elevated (9 tickets), indicating recurring issues."
A-c42f1f,0.9320899308155963,93.2%,"long-term satisfaction is moderate; support ticket volume is elevated (9 tickets), indicating recurring issues; Seats",High Risk,"Predicted churn risk is 93.2%. Key drivers include: long-term satisfaction is moderate; support ticket volume is elevated (9 tickets), indicating recurring issues; Seats."
A-ed510f,0.015490007908294698,1.5%,"Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; support ticket volume is elevated (9 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; support ticket volume is elevated (9 tickets), indicating recurring issues."
A-e98302,0.01800172380368744,1.8%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability."
A-0158bb,0.016605366337841695,1.7%,minimal support requests (1 tickets); Usage stable usage; Country de,Low Risk,Predicted churn risk is 1.7%. Key drivers include: minimal support requests (1 tickets); Usage stable usage; Country de.
A-e7a1e2,0.031592373288066446,3.2%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 3.2%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility."
