,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_duration_min,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,reference_date,reference_month_int,ticket_month_int,months_before_reference
6228,S-2fc028,A-3b37d9,2023-11-13,2024-11-27,Enterprise,23,4577,54924,False,True,False,True,annual,True,U-79f0c3,2024-03-03,feature_2,11,1408,0,False,23.466666666666665,T-861a59,2024-09-23,2024-09-24 04:00:00,28.0,medium,39,0.0,False,2024-12-31,659,656,-3
6238,S-79ab7e,A-956988,2024-12-13,2024-12-22,Enterprise,72,0,0,True,False,False,True,monthly,False,U-5ae73f,2023-11-30,feature_38,14,4872,3,True,81.2,T-387b29,2024-04-20,2024-04-21 20:00:00,44.0,low,83,0.0,False,2024-12-31,659,651,-8
6239,S-79ab7e,A-956988,2024-12-13,2024-12-22,Enterprise,72,0,0,True,False,False,True,monthly,False,U-5ae73f,2023-11-30,feature_38,14,4872,3,True,81.2,T-f01315,2024-11-22,2024-11-24 09:00:00,57.0,urgent,153,3.0,False,2024-12-31,659,658,-1
6248,S-3ec165,A-019782,2023-08-19,2023-11-27,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-be9347,2023-08-16,feature_23,15,795,0,False,13.25,T-39910e,2024-09-09,2024-09-09 10:00:00,10.0,urgent,166,0.0,False,2024-12-31,659,656,-3
6260,S-5ed335,A-7df7a7,2023-10-17,2024-01-18,Enterprise,13,2587,31044,False,False,False,True,monthly,True,U-8c3610,2024-01-21,feature_3,12,3840,0,False,64.0,T-b2b3fd,2024-03-19,2024-03-20 02:00:00,26.0,high,132,3.0,True,2024-12-31,659,650,-9
6266,S-527b39,A-3d957b,2024-08-18,2024-10-28,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-3a6013,2023-06-30,feature_8,8,2864,2,False,47.733333333333334,T-6676f9,2024-03-05,2024-03-07 05:00:00,53.0,high,40,3.0,False,2024-12-31,659,650,-9
6268,S-527b39,A-3d957b,2024-08-18,2024-10-28,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-3a6013,2023-06-30,feature_8,8,2864,2,False,47.733333333333334,T-9130f4,2024-03-02,2024-03-03 02:00:00,26.0,high,73,0.0,False,2024-12-31,659,650,-9
6288,S-094e82,A-9ee962,2024-05-25,2024-09-23,Basic,9,171,2052,False,False,False,True,monthly,True,U-580ea3,2023-01-20,feature_21,13,3276,0,False,54.6,T-5d7ef5,2024-02-11,2024-02-13 16:00:00,64.0,high,23,4.0,False,2024-12-31,659,649,-10
6289,S-094e82,A-9ee962,2024-05-25,2024-09-23,Basic,9,171,2052,False,False,False,True,monthly,True,U-580ea3,2023-01-20,feature_21,13,3276,0,False,54.6,T-9aee85,2024-05-26,2024-05-27 15:00:00,39.0,medium,155,0.0,False,2024-12-31,659,652,-7
6347,S-8464b6,A-3932db,2024-07-24,2024-08-10,Pro,58,0,0,True,False,False,True,monthly,True,U-b3566d,2024-04-19,feature_24,6,1710,0,False,28.5,T-dd2674,2024-01-28,2024-01-28 19:00:00,19.0,high,158,5.0,False,2024-12-31,659,648,-11
6349,S-8464b6,A-3932db,2024-07-24,2024-08-10,Pro,58,0,0,True,False,False,True,monthly,True,U-b3566d,2024-04-19,feature_24,6,1710,0,False,28.5,T-17de9f,2023-12-14,2023-12-15 10:00:00,34.0,medium,46,0.0,False,2024-12-31,659,647,-12
6350,S-8464b6,A-3932db,2024-07-24,2024-08-10,Pro,58,0,0,True,False,False,True,monthly,True,U-b3566d,2024-04-19,feature_24,6,1710,0,False,28.5,T-192ed5,2024-09-22,2024-09-24 13:00:00,61.0,low,74,0.0,False,2024-12-31,659,656,-3
6361,S-615915,A-eb7c38,2024-05-24,2024-10-19,Enterprise,90,17910,214920,False,False,False,True,monthly,True,U-55855b,2024-09-10,feature_29,5,2685,0,False,44.75,T-d319e4,2024-03-04,2024-03-05 01:00:00,25.0,low,46,0.0,False,2024-12-31,659,650,-9
6362,S-615915,A-eb7c38,2024-05-24,2024-10-19,Enterprise,90,17910,214920,False,False,False,True,monthly,True,U-55855b,2024-09-10,feature_29,5,2685,0,False,44.75,T-926c1c,2024-05-13,2024-05-14 12:00:00,36.0,medium,119,5.0,False,2024-12-31,659,652,-7
6364,S-615915,A-eb7c38,2024-05-24,2024-10-19,Enterprise,90,17910,214920,False,False,False,True,monthly,True,U-55855b,2024-09-10,feature_29,5,2685,0,False,44.75,T-810e51,2024-07-14,2024-07-14 05:00:00,5.0,low,83,4.0,False,2024-12-31,659,654,-5
6407,S-c2701b,A-50bb9f,2024-12-24,2024-12-24,Pro,36,1764,21168,False,False,False,True,monthly,False,U-511fa2,2023-11-26,feature_23,13,6357,1,False,105.95,T-b17401,2024-02-21,2024-02-21 12:00:00,12.0,high,171,3.0,False,2024-12-31,659,649,-10
6412,S-c2701b,A-50bb9f,2024-12-24,2024-12-24,Pro,36,1764,21168,False,False,False,True,monthly,False,U-511fa2,2023-11-26,feature_23,13,6357,1,False,105.95,T-c779b5,2024-08-14,2024-08-15 23:00:00,47.0,urgent,33,0.0,False,2024-12-31,659,655,-4
6413,S-c2701b,A-50bb9f,2024-12-24,2024-12-24,Pro,36,1764,21168,False,False,False,True,monthly,False,U-511fa2,2023-11-26,feature_23,13,6357,1,False,105.95,T-a1823c,2024-08-17,2024-08-19 08:00:00,56.0,urgent,25,0.0,False,2024-12-31,659,655,-4
6428,S-ede33a,A-202b67,2024-07-07,2024-12-23,Enterprise,11,2189,26268,False,False,False,True,annual,True,U-37ed9e,2023-09-24,feature_39,13,104,1,False,1.7333333333333334,T-2b0805,2024-07-28,2024-07-29 11:00:00,35.0,urgent,179,0.0,False,2024-12-31,659,654,-5
6430,S-ede33a,A-202b67,2024-07-07,2024-12-23,Enterprise,11,2189,26268,False,False,False,True,annual,True,U-37ed9e,2023-09-24,feature_39,13,104,1,False,1.7333333333333334,T-c3e2dd,2024-06-26,2024-06-28 21:00:00,69.0,medium,109,4.0,False,2024-12-31,659,653,-6
6431,S-ede33a,A-202b67,2024-07-07,2024-12-23,Enterprise,11,2189,26268,False,False,False,True,annual,True,U-37ed9e,2023-09-24,feature_39,13,104,1,False,1.7333333333333334,T-92101f,2024-02-12,2024-02-13 11:00:00,35.0,high,51,5.0,False,2024-12-31,659,649,-10
6481,S-5228d6,A-484819,2024-05-30,2024-08-05,Enterprise,26,5174,62088,False,True,False,True,annual,False,U-03dd45,2024-03-14,feature_7,14,4928,0,False,82.13333333333334,T-1e968e,2023-12-10,2023-12-10 15:00:00,15.0,urgent,127,0.0,False,2024-12-31,659,647,-12
6482,S-5228d6,A-484819,2024-05-30,2024-08-05,Enterprise,26,5174,62088,False,True,False,True,annual,False,U-03dd45,2024-03-14,feature_7,14,4928,0,False,82.13333333333334,T-a0545c,2024-04-26,2024-04-26 06:00:00,6.0,medium,152,0.0,False,2024-12-31,659,651,-8
6483,S-5228d6,A-484819,2024-05-30,2024-08-05,Enterprise,26,5174,62088,False,True,False,True,annual,False,U-03dd45,2024-03-14,feature_7,14,4928,0,False,82.13333333333334,T-95e4c4,2024-02-24,2024-02-26 12:00:00,60.0,low,176,4.0,False,2024-12-31,659,649,-10
6484,S-5228d6,A-484819,2024-05-30,2024-08-05,Enterprise,26,5174,62088,False,True,False,True,annual,False,U-03dd45,2024-03-14,feature_7,14,4928,0,False,82.13333333333334,T-6ba61d,2024-08-15,2024-08-17 18:00:00,66.0,high,165,0.0,False,2024-12-31,659,655,-4
6506,S-79bb4c,A-f45426,2024-09-21,2024-11-03,Pro,11,539,6468,False,False,False,True,annual,False,U-6fb1cb,2024-10-19,feature_36,13,91,0,False,1.5166666666666666,T-05fd42,2024-08-24,2024-08-25 14:00:00,38.0,urgent,38,4.0,False,2024-12-31,659,655,-4
6524,S-1712e6,A-9b9fe9,2023-12-10,2024-03-01,Pro,5,245,2940,False,False,False,True,monthly,True,U-0f02c3,2024-12-01,feature_12,9,3816,0,False,63.6,T-d75ceb,2024-07-26,2024-07-27 09:00:00,33.0,urgent,158,3.0,False,2024-12-31,659,654,-5
6575,S-0c5771,A-798a3f,2024-02-24,2024-11-10,Enterprise,12,0,0,True,False,False,True,annual,True,U-0c1288,2023-09-18,feature_31,13,1521,0,True,25.35,T-0a1945,2024-10-30,2024-10-30 07:00:00,7.0,urgent,34,4.0,False,2024-12-31,659,657,-2
6576,S-0c5771,A-798a3f,2024-02-24,2024-11-10,Enterprise,12,0,0,True,False,False,True,annual,True,U-0c1288,2023-09-18,feature_31,13,1521,0,True,25.35,T-885cc0,2024-05-11,2024-05-11 10:00:00,10.0,high,33,5.0,False,2024-12-31,659,652,-7
6577,S-0c5771,A-798a3f,2024-02-24,2024-11-10,Enterprise,12,0,0,True,False,False,True,annual,True,U-0c1288,2023-09-18,feature_31,13,1521,0,True,25.35,T-b6fed7,2023-12-19,2023-12-20 21:00:00,45.0,high,9,0.0,False,2024-12-31,659,647,-12
6603,S-44046d,A-5a184f,2024-11-06,2024-12-13,Basic,36,684,8208,False,False,False,True,annual,True,U-6dc22c,2024-11-28,feature_19,11,1782,0,False,29.7,T-fcedc6,2024-04-13,2024-04-14 13:00:00,37.0,high,33,4.0,False,2024-12-31,659,651,-8
6615,S-95a570,A-56962b,2024-11-20,2024-12-26,Pro,163,0,0,True,False,False,True,monthly,True,U-d22c53,2023-03-24,feature_8,8,4600,0,False,76.66666666666667,T-82577a,2024-02-19,2024-02-19 13:00:00,13.0,low,117,0.0,False,2024-12-31,659,649,-10
6675,S-4690b3,A-068fc6,2024-12-16,2024-12-25,Enterprise,35,6965,83580,False,False,False,True,monthly,True,U-7d36b4,2024-01-22,feature_29,15,7125,0,True,118.75,T-9ac5fe,2024-04-25,2024-04-26 10:00:00,34.0,urgent,106,4.0,False,2024-12-31,659,651,-8
6729,S-2eb247,A-8145a0,2024-02-01,2024-06-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,U-fcee7a,2023-07-30,feature_29,9,972,0,False,16.2,T-20d740,2024-02-02,2024-02-03 14:00:00,38.0,medium,119,0.0,False,2024-12-31,659,649,-10
6731,S-2eb247,A-8145a0,2024-02-01,2024-06-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,U-fcee7a,2023-07-30,feature_29,9,972,0,False,16.2,T-48d493,2024-10-26,2024-10-27 15:00:00,39.0,medium,122,4.0,False,2024-12-31,659,657,-2
6744,S-14f39f,A-9affe6,2024-06-22,2024-12-10,Basic,19,361,4332,False,False,False,True,monthly,True,U-ef2803,2024-07-27,feature_19,9,2637,0,False,43.95,T-5a8cb8,2024-08-19,2024-08-21 16:00:00,64.0,low,51,0.0,False,2024-12-31,659,655,-4
6746,S-14f39f,A-9affe6,2024-06-22,2024-12-10,Basic,19,361,4332,False,False,False,True,monthly,True,U-ef2803,2024-07-27,feature_19,9,2637,0,False,43.95,T-8416bb,2024-02-20,2024-02-22 12:00:00,60.0,high,165,0.0,False,2024-12-31,659,649,-10
6761,S-00837c,A-089363,2024-11-15,2024-11-27,Enterprise,43,8557,102684,False,False,False,True,annual,False,U-dfd37a,2024-11-20,feature_12,8,4232,1,True,70.53333333333333,T-46e5ce,2024-09-06,2024-09-08 11:00:00,59.0,high,46,4.0,False,2024-12-31,659,656,-3
6771,S-904886,A-e36807,2024-06-20,2024-08-09,Pro,38,1862,22344,False,False,False,True,annual,False,U-e3ec49,2023-09-18,feature_9,9,4176,0,False,69.6,T-c752b7,2024-09-20,2024-09-20 13:00:00,13.0,high,145,5.0,False,2024-12-31,659,656,-3
6772,S-904886,A-e36807,2024-06-20,2024-08-09,Pro,38,1862,22344,False,False,False,True,annual,False,U-e3ec49,2023-09-18,feature_9,9,4176,0,False,69.6,T-a838f4,2024-05-22,2024-05-24 21:00:00,69.0,medium,159,4.0,False,2024-12-31,659,652,-7
6784,S-ac4799,A-86fc1d,2024-10-14,2024-10-20,Enterprise,26,0,0,True,True,False,True,monthly,True,U-8e1059,2023-05-04,feature_29,8,1912,2,False,31.866666666666667,T-e12097,2024-08-03,2024-08-04 02:00:00,26.0,urgent,29,5.0,False,2024-12-31,659,655,-4
6786,S-ac4799,A-86fc1d,2024-10-14,2024-10-20,Enterprise,26,0,0,True,True,False,True,monthly,True,U-8e1059,2023-05-04,feature_29,8,1912,2,False,31.866666666666667,T-4f391f,2024-04-15,2024-04-15 09:00:00,9.0,high,59,0.0,False,2024-12-31,659,651,-8
6787,S-ac4799,A-86fc1d,2024-10-14,2024-10-20,Enterprise,26,0,0,True,True,False,True,monthly,True,U-8e1059,2023-05-04,feature_29,8,1912,2,False,31.866666666666667,T-9d7afa,2024-03-16,2024-03-16 19:00:00,19.0,urgent,30,0.0,False,2024-12-31,659,650,-9
6834,S-3e0991,A-9174e0,2024-12-07,2024-12-14,Enterprise,37,7363,88356,False,False,False,True,monthly,False,U-c0410b,2023-02-04,feature_6,11,286,0,False,4.766666666666667,T-437e48,2024-10-30,2024-10-31 01:00:00,25.0,urgent,161,5.0,False,2024-12-31,659,657,-2
6839,S-c8d680,A-558c72,2024-01-16,2024-02-03,Enterprise,12,2388,28656,False,False,False,True,monthly,True,U-c4dfca,2023-07-11,feature_10,15,210,1,False,3.5,T-d51f64,2024-08-28,2024-08-30 12:00:00,60.0,low,30,0.0,False,2024-12-31,659,655,-4
6840,S-c8d680,A-558c72,2024-01-16,2024-02-03,Enterprise,12,2388,28656,False,False,False,True,monthly,True,U-c4dfca,2023-07-11,feature_10,15,210,1,False,3.5,T-d7ff1e,2024-05-03,2024-05-05 23:00:00,71.0,urgent,91,4.0,False,2024-12-31,659,652,-7
6948,S-90432a,A-fe79a5,2024-12-04,2024-12-24,Enterprise,9,1791,21492,False,False,False,True,annual,False,U-dfc2a7,2024-01-15,feature_37,9,4392,0,False,73.2,T-a38b5d,2023-12-01,2023-12-02 10:00:00,34.0,low,32,0.0,False,2024-12-31,659,647,-12
6988,S-b120fb,A-f51f16,2024-04-01,2024-08-23,Pro,1,49,588,False,False,False,True,annual,False,U-25b1ec,2024-11-11,feature_30,12,5844,5,False,97.4,T-9656b4,2024-07-10,2024-07-12 10:00:00,58.0,urgent,172,0.0,False,2024-12-31,659,654,-5
7034,S-326691,A-e40f45,2024-11-24,2024-12-22,Basic,21,399,4788,False,False,False,True,monthly,False,U-3a00cf,2023-03-07,feature_19,8,3232,4,False,53.86666666666667,T-37b3f3,2024-02-26,2024-02-26 21:00:00,21.0,high,132,5.0,False,2024-12-31,659,649,-10
7035,S-326691,A-e40f45,2024-11-24,2024-12-22,Basic,21,399,4788,False,False,False,True,monthly,False,U-3a00cf,2023-03-07,feature_19,8,3232,4,False,53.86666666666667,T-4a53fe,2024-07-12,2024-07-14 01:00:00,49.0,low,153,0.0,False,2024-12-31,659,654,-5
7108,S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,U-053886,2023-04-05,feature_39,9,54,0,False,0.9,T-6a99e2,2024-09-28,2024-09-30 00:00:00,48.0,low,37,5.0,False,2024-12-31,659,656,-3
7109,S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,U-053886,2023-04-05,feature_39,9,54,0,False,0.9,T-5df3d2,2024-04-05,2024-04-06 13:00:00,37.0,high,97,0.0,False,2024-12-31,659,651,-8
7110,S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,U-053886,2023-04-05,feature_39,9,54,0,False,0.9,T-9df65f,2024-06-29,2024-06-30 12:00:00,36.0,urgent,8,0.0,False,2024-12-31,659,653,-6
7111,S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,U-053886,2023-04-05,feature_39,9,54,0,False,0.9,T-699684,2024-01-30,2024-02-01 09:00:00,57.0,medium,140,4.0,False,2024-12-31,659,648,-11
7114,S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,U-053886,2023-04-05,feature_39,9,54,0,False,0.9,T-54b828,2024-02-27,2024-02-27 22:00:00,22.0,low,150,5.0,False,2024-12-31,659,649,-10
7162,S-c25d2f,A-fabe19,2024-12-12,2024-12-27,Enterprise,32,6368,76416,False,False,False,True,annual,True,U-f9b37c,2023-01-14,feature_32,10,4570,0,False,76.16666666666667,T-95c3dd,2024-01-06,2024-01-07 19:00:00,43.0,high,15,4.0,False,2024-12-31,659,648,-11
7184,S-f3ff07,A-158f4e,2023-06-19,2024-05-15,Basic,61,1159,13908,False,False,False,True,annual,False,U-6df35f,2023-03-11,feature_24,11,1254,0,True,20.9,T-2b4423,2023-12-07,2023-12-07 11:00:00,11.0,high,99,0.0,False,2024-12-31,659,647,-12
7185,S-f3ff07,A-158f4e,2023-06-19,2024-05-15,Basic,61,1159,13908,False,False,False,True,annual,False,U-6df35f,2023-03-11,feature_24,11,1254,0,True,20.9,T-59d842,2024-08-05,2024-08-07 19:00:00,67.0,medium,168,4.0,False,2024-12-31,659,655,-4
7186,S-f3ff07,A-158f4e,2023-06-19,2024-05-15,Basic,61,1159,13908,False,False,False,True,annual,False,U-6df35f,2023-03-11,feature_24,11,1254,0,True,20.9,T-58506b,2023-12-14,2023-12-14 13:00:00,13.0,urgent,124,4.0,False,2024-12-31,659,647,-12
7187,S-f3ff07,A-158f4e,2023-06-19,2024-05-15,Basic,61,1159,13908,False,False,False,True,annual,False,U-6df35f,2023-03-11,feature_24,11,1254,0,True,20.9,T-00f542,2024-04-18,2024-04-19 00:00:00,24.0,medium,83,5.0,False,2024-12-31,659,651,-8
7199,S-62fa42,A-bb1486,2024-12-06,2024-12-19,Basic,41,779,9348,False,False,True,True,annual,False,U-48f986,2023-04-05,feature_36,7,2044,0,False,34.06666666666667,T-d612f3,2024-05-19,2024-05-19 18:00:00,18.0,low,1,3.0,False,2024-12-31,659,652,-7
7201,S-62fa42,A-bb1486,2024-12-06,2024-12-19,Basic,41,779,9348,False,False,True,True,annual,False,U-48f986,2023-04-05,feature_36,7,2044,0,False,34.06666666666667,T-4f404a,2024-03-07,2024-03-07 02:00:00,2.0,high,115,0.0,False,2024-12-31,659,650,-9
7290,S-df5924,A-443f6f,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,U-cc8834,2023-08-23,feature_27,15,8175,0,False,136.25,T-7214d0,2024-09-06,2024-09-06 13:00:00,13.0,urgent,42,5.0,False,2024-12-31,659,656,-3
7291,S-df5924,A-443f6f,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,U-cc8834,2023-08-23,feature_27,15,8175,0,False,136.25,T-659542,2024-03-18,2024-03-18 13:00:00,13.0,low,167,4.0,False,2024-12-31,659,650,-9
7292,S-df5924,A-443f6f,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,U-cc8834,2023-08-23,feature_27,15,8175,0,False,136.25,T-93f669,2024-10-29,2024-10-30 12:00:00,36.0,high,154,0.0,False,2024-12-31,659,657,-2
7469,S-a3927a,A-378b99,2024-12-02,2024-12-30,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-74efcb,2023-07-13,feature_14,12,6996,1,False,116.6,T-037337,2024-07-11,2024-07-11 16:00:00,16.0,low,1,0.0,False,2024-12-31,659,654,-5
7471,S-a3927a,A-378b99,2024-12-02,2024-12-30,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-74efcb,2023-07-13,feature_14,12,6996,1,False,116.6,T-e062e2,2024-08-19,2024-08-20 15:00:00,39.0,high,106,3.0,False,2024-12-31,659,655,-4
7472,S-a3927a,A-378b99,2024-12-02,2024-12-30,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-74efcb,2023-07-13,feature_14,12,6996,1,False,116.6,T-99e0a1,2023-12-01,2023-12-02 04:00:00,28.0,low,110,0.0,False,2024-12-31,659,647,-12
7561,S-51cb35,A-18793f,2024-12-20,2024-12-29,Basic,148,2812,33744,False,False,False,True,annual,True,U-6d805b,2023-02-16,feature_24,5,1655,0,False,27.583333333333332,T-36a591,2023-12-09,2023-12-10 21:00:00,45.0,low,99,3.0,False,2024-12-31,659,647,-12
7610,S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,Pro,6,294,3528,False,False,False,True,annual,True,U-2a2aa5,2023-09-05,feature_23,13,4641,2,False,77.35,T-03624c,2024-01-29,2024-01-31 10:00:00,58.0,low,68,3.0,False,2024-12-31,659,648,-11
7611,S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,Pro,6,294,3528,False,False,False,True,annual,True,U-2a2aa5,2023-09-05,feature_23,13,4641,2,False,77.35,T-bad86e,2024-09-10,2024-09-12 20:00:00,68.0,high,144,0.0,False,2024-12-31,659,656,-3
7613,S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,Pro,6,294,3528,False,False,False,True,annual,True,U-2a2aa5,2023-09-05,feature_23,13,4641,2,False,77.35,T-a1bc5a,2024-06-24,2024-06-26 01:00:00,49.0,low,41,0.0,False,2024-12-31,659,653,-6
7630,S-a3cbd4,A-42e5e1,2024-08-01,2024-08-14,Enterprise,20,3980,47760,False,False,False,True,monthly,True,U-408dd9,2024-04-21,feature_10,8,3592,1,False,59.86666666666667,T-2fee89,2024-01-25,2024-01-26 03:00:00,27.0,high,124,4.0,False,2024-12-31,659,648,-11
7631,S-a3cbd4,A-42e5e1,2024-08-01,2024-08-14,Enterprise,20,3980,47760,False,False,False,True,monthly,True,U-408dd9,2024-04-21,feature_10,8,3592,1,False,59.86666666666667,T-2ca24a,2024-05-22,2024-05-22 18:00:00,18.0,high,51,4.0,False,2024-12-31,659,652,-7
7683,S-983266,A-dcc2f0,2024-09-16,2024-11-03,Pro,15,735,8820,False,False,False,True,annual,True,U-589cea,2024-10-22,feature_29,9,1989,1,False,33.15,T-116af1,2024-05-08,2024-05-10 04:00:00,52.0,urgent,93,0.0,False,2024-12-31,659,652,-7
7721,S-404132,A-39ddf4,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True,U-3913e1,2024-08-13,feature_8,10,1230,0,False,20.5,T-a3df20,2024-03-09,2024-03-11 20:00:00,68.0,high,118,0.0,False,2024-12-31,659,650,-9
7722,S-404132,A-39ddf4,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True,U-3913e1,2024-08-13,feature_8,10,1230,0,False,20.5,T-3b3bad,2024-03-13,2024-03-14 03:00:00,27.0,medium,116,4.0,False,2024-12-31,659,650,-9
7725,S-404132,A-39ddf4,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True,U-3913e1,2024-08-13,feature_8,10,1230,0,False,20.5,T-1cf7fa,2024-10-14,2024-10-14 12:00:00,12.0,high,21,4.0,False,2024-12-31,659,657,-2
7753,S-d396d1,A-2edab2,2024-03-05,2024-10-11,Pro,17,833,9996,False,False,False,True,monthly,True,U-26fa29,2023-11-05,feature_1,8,2696,3,False,44.93333333333333,T-8b1323,2024-07-15,2024-07-15 12:00:00,12.0,medium,116,0.0,False,2024-12-31,659,654,-5
7762,S-525d6b,A-94f8c9,2024-04-17,2024-05-29,Enterprise,13,0,0,True,False,False,True,monthly,True,U-5ca389,2024-02-24,feature_35,13,2314,1,True,38.56666666666667,T-c0ce04,2024-08-30,2024-09-01 03:00:00,51.0,urgent,29,0.0,False,2024-12-31,659,655,-4
7764,S-525d6b,A-94f8c9,2024-04-17,2024-05-29,Enterprise,13,0,0,True,False,False,True,monthly,True,U-5ca389,2024-02-24,feature_35,13,2314,1,True,38.56666666666667,T-d552c8,2024-02-21,2024-02-21 22:00:00,22.0,urgent,93,5.0,False,2024-12-31,659,649,-10
7785,S-975ee4,A-a09355,2024-11-18,2024-11-24,Pro,14,686,8232,False,False,False,True,annual,False,U-fa42fe,2024-11-09,feature_19,13,3536,0,False,58.93333333333333,T-6ea0dd,2024-02-08,2024-02-08 04:00:00,4.0,low,87,4.0,False,2024-12-31,659,649,-10
7786,S-975ee4,A-a09355,2024-11-18,2024-11-24,Pro,14,686,8232,False,False,False,True,annual,False,U-fa42fe,2024-11-09,feature_19,13,3536,0,False,58.93333333333333,T-4fa65e,2024-06-03,2024-06-03 18:00:00,18.0,urgent,55,0.0,False,2024-12-31,659,653,-6
7813,S-50c6f5,A-a6d261,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-d6c9b1,2024-02-09,2024-02-09 01:00:00,1.0,high,32,5.0,False,2024-12-31,659,649,-10
7815,S-50c6f5,A-a6d261,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-0f7d84,2024-10-27,2024-10-29 00:00:00,48.0,medium,81,0.0,False,2024-12-31,659,657,-2
7890,S-4e63e7,A-a33200,2024-10-25,2024-11-24,Enterprise,29,5771,69252,False,False,False,True,annual,True,U-6031dc,2024-11-03,feature_12,11,286,0,False,4.766666666666667,T-6750a4,2024-03-14,2024-03-15 13:00:00,37.0,low,101,0.0,False,2024-12-31,659,650,-9
7891,S-4e63e7,A-a33200,2024-10-25,2024-11-24,Enterprise,29,5771,69252,False,False,False,True,annual,True,U-6031dc,2024-11-03,feature_12,11,286,0,False,4.766666666666667,T-cb1b0e,2024-05-12,2024-05-14 08:00:00,56.0,urgent,46,5.0,False,2024-12-31,659,652,-7
7914,S-2f729b,A-3be56b,2024-02-01,2024-03-05,Pro,35,1715,20580,False,False,False,True,monthly,True,U-460d83,2024-05-13,feature_15,9,3888,0,False,64.8,T-3a75b1,2024-02-13,2024-02-15 12:00:00,60.0,low,61,4.0,False,2024-12-31,659,649,-10
7916,S-2f729b,A-3be56b,2024-02-01,2024-03-05,Pro,35,1715,20580,False,False,False,True,monthly,True,U-460d83,2024-05-13,feature_15,9,3888,0,False,64.8,T-7cb39d,2023-12-22,2023-12-22 14:00:00,14.0,medium,32,3.0,False,2024-12-31,659,647,-12
7927,S-2e0575,A-4814a3,2024-11-06,2024-12-31,Enterprise,87,17313,207756,False,False,False,True,annual,True,U-fd1807,2023-10-03,feature_36,8,4744,0,False,79.06666666666666,T-2d97f8,2024-02-15,2024-02-16 00:00:00,24.0,urgent,20,4.0,False,2024-12-31,659,649,-10
7957,S-ff9bde,A-8bde0c,2024-12-20,2024-12-22,Pro,12,588,7056,False,False,False,True,monthly,True,U-3d0a5d,2023-11-04,feature_12,10,1700,0,False,28.333333333333332,T-fb798a,2024-11-07,2024-11-07 09:00:00,9.0,medium,64,0.0,False,2024-12-31,659,658,-1
7958,S-ff9bde,A-8bde0c,2024-12-20,2024-12-22,Pro,12,588,7056,False,False,False,True,monthly,True,U-3d0a5d,2023-11-04,feature_12,10,1700,0,False,28.333333333333332,T-0aca85,2024-07-08,2024-07-08 13:00:00,13.0,medium,153,4.0,False,2024-12-31,659,654,-5
8078,S-2361ec,A-c45b23,2024-12-12,2024-12-15,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-4b9084,2024-04-11,feature_26,11,4202,1,True,70.03333333333333,T-429ce6,2024-05-30,2024-05-30 07:00:00,7.0,high,55,3.0,False,2024-12-31,659,652,-7
8079,S-2361ec,A-c45b23,2024-12-12,2024-12-15,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-4b9084,2024-04-11,feature_26,11,4202,1,True,70.03333333333333,T-6047ed,2024-04-23,2024-04-25 13:00:00,61.0,high,25,0.0,False,2024-12-31,659,651,-8
